Potential applied (V)	WE(1).Current (A)
0.0762939453125	2.6220703125E-06
0.0787353515625	2.606201171875E-06
0.0811767578125	2.54058837890625E-06
0.0836181640625	2.47314453125E-06
0.0860595703125	2.4041748046875E-06
0.0885009765625	2.35260009765625E-06
0.0909423828125	2.33245849609375E-06
0.0933837890625	2.3773193359375E-06
0.0958251953125	2.38555908203125E-06
0.0982666015625	2.43316650390625E-06
0.1007080078125	2.52899169921875E-06
0.1031494140625	2.58941650390625E-06
0.1055908203125	2.650146484375E-06
0.1080322265625	2.66448974609375E-06
0.1104736328125	2.6324462890625E-06
0.1129150390625	2.61810302734375E-06
0.1153564453125	2.58331298828125E-06
0.1177978515625	2.48443603515625E-06
0.1202392578125	2.4371337890625E-06
0.1226806640625	2.3699951171875E-06
0.1251220703125	2.35626220703125E-06
0.1275634765625	2.35870361328125E-06
0.1300048828125	2.3748779296875E-06
0.1324462890625	2.412109375E-06
0.1348876953125	2.51190185546875E-06
0.1373291015625	2.56134033203125E-06
0.1397705078125	2.63763427734375E-06
0.1422119140625	2.65533447265625E-06
0.1446533203125	2.66632080078125E-06
0.1470947265625	2.62939453125E-06
0.1495361328125	2.60406494140625E-06
0.1519775390625	2.52410888671875E-06
0.1544189453125	2.4774169921875E-06
0.1568603515625	2.40753173828125E-06
0.1593017578125	2.3736572265625E-06
0.1617431640625	2.352294921875E-06
0.1641845703125	2.3919677734375E-06
0.1666259765625	2.40631103515625E-06
0.1690673828125	2.474365234375E-06
0.1715087890625	2.54486083984375E-06
0.1739501953125	2.6153564453125E-06
0.1763916015625	2.66510009765625E-06
0.1788330078125	2.6788330078125E-06
0.1812744140625	2.62725830078125E-06
0.1837158203125	2.61871337890625E-06
0.1861572265625	2.5762939453125E-06
0.1885986328125	2.491455078125E-06
0.1910400390625	2.44293212890625E-06
0.1934814453125	2.37762451171875E-06
0.1959228515625	2.35565185546875E-06
0.1983642578125	2.37762451171875E-06
0.2008056640625	2.38677978515625E-06
0.2032470703125	2.4224853515625E-06
0.2056884765625	2.52349853515625E-06
0.2081298828125	2.57720947265625E-06
0.2105712890625	2.64923095703125E-06
0.2130126953125	2.65716552734375E-06
0.2154541015625	2.65045166015625E-06
0.2178955078125	2.628173828125E-06
0.2203369140625	2.6007080078125E-06
0.2227783203125	2.5146484375E-06
0.2252197265625	2.4822998046875E-06
0.2276611328125	2.41363525390625E-06
0.2301025390625	2.39410400390625E-06
0.2325439453125	2.37396240234375E-06
0.2349853515625	2.3968505859375E-06
0.2374267578125	2.42584228515625E-06
0.2398681640625	2.51434326171875E-06
0.2423095703125	2.5732421875E-06
0.2447509765625	2.64801025390625E-06
0.2471923828125	2.6873779296875E-06
